"Product Name","Category","Sub-Category","total_revenue","total_profit","profit_margin_pct","total_units_sold"
"SanDisk Mouse  Programmable","Technology","Accessories","1645","-28","-1.69","58"
"Novimex Steel Folding Chair  Adjustable","Furniture","Chairs","4617","-28","-0.60","71"
"Advantus Staples  12 Pack","Office Supplies","Fasteners","412","-28","-6.68","53"
"Accos Staples  Metal","Office Supplies","Fasteners","575","-29","-4.95","62"
"Fellowes Bankers Box Recycled Super Stor/Drawer","Office Supplies","Storage","1188","-30","-2.55","24"
"OIC Rubber Bands  12 Pack","Office Supplies","Fasteners","539","-30","-5.62","43"
"Breville Coffee Grinder  White","Office Supplies","Appliances","3363","-30","-0.90","69"
"SanDisk Note Cards  8.5 x 11","Office Supplies","Paper","1204","-30","-2.50","51"
"Novimex Legal Exhibit Labels  Adjustable","Office Supplies","Labels","224","-31","-14.09","40"
"Samsung Convoy 3","Technology","Phones","688","-31","-4.52","9"
"Accos Paper Clips  Metal","Office Supplies","Fasteners","588","-31","-5.30","60"
"Macally Suction Cup Mount","Technology","Phones","280","-31","-11.11","26"
"Belkin Flash Drive  Erganomic","Technology","Accessories","1943","-31","-1.58","60"
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc  30/Pack","Technology","Accessories","473","-32","-6.82","17"
"Fiskars Letter Opener  Steel","Office Supplies","Supplies","558","-32","-5.81","31"
"Elite Ruler  Easy Grip","Office Supplies","Supplies","592","-32","-5.34","54"
"Jiffy Interoffice Envelope  Set of 50","Office Supplies","Envelopes","2621","-32","-1.24","74"
"Anker Astro Mini 3000mAh Ultra-Compact Portable Charger","Technology","Phones","148","-32","-21.62","9"
"Novimex Turbo Task Chair","Furniture","Chairs","1342","-33","-2.43","22"
"Lesro Round Table  with Bottom Storage","Furniture","Tables","3661","-33","-0.91","11"
"Rogers Deluxe File Chest","Office Supplies","Storage","444","-35","-7.82","22"
"Hon Comfortask Task/Swivel Chairs","Furniture","Chairs","1687","-36","-2.16","18"
"Rogers Folders  Industrial","Office Supplies","Storage","3287","-37","-1.13","121"
"Kensington 6 Outlet SmartSocket Surge Protector","Office Supplies","Appliances","148","-37","-25.00","6"
"Tennsco Stur-D-Stor Boltless Shelving  5 Shelves  24 Deep  Sand","Office Supplies","Storage","4384","-37","-0.83","33"
"Bevis Round Conference Room Tables and Bases","Furniture","Tables","520","-39","-7.59","4"
"Mediabridge Sport Armband iPhone 5s","Technology","Phones","258","-39","-15.12","30"
"Novimex Bag Chairs  Red","Furniture","Chairs","2420","-40","-1.67","70"
"36X48 HARDFLOOR CHAIRMAT","Furniture","Furnishings","369","-40","-10.97","21"
"Insertable Tab Post Binder Dividers","Office Supplies","Binders","67","-40","-59.64","25"
"Tenex The Solids Textured Chair Mats","Furniture","Furnishings","1469","-41","-2.76","26"
"Eldon Cleatmat Chair Mats for Medium Pile Carpets","Furniture","Furnishings","344","-42","-12.26","8"
"Office Star - Ergonomically Designed Knee Chair","Furniture","Chairs","1312","-42","-3.21","19"
"Green Bar Parchment Paper  Premium","Office Supplies","Paper","839","-43","-5.16","73"
"GlobeWeis Business Envelopes  Set of 50","Office Supplies","Envelopes","764","-43","-5.67","59"
"Iris 3-Drawer Stacking Bin  Black","Office Supplies","Storage","284","-43","-15.29","16"
"OIC Thumb Tacks  12 Pack","Office Supplies","Fasteners","549","-44","-8.10","58"
"Accos Push Pins  Assorted Sizes","Office Supplies","Fasteners","690","-45","-6.54","76"
"Fiskars Trimmer  Steel","Office Supplies","Supplies","2638","-45","-1.72","74"
"Cisco Office Telephone  with Caller ID","Technology","Phones","2758","-46","-1.68","48"
"Tenex Traditional Chairmats for Hard Floors  Average Lip  36 x 48","Furniture","Furnishings","180","-46","-25.71","4"
"Belkin 19 Center-Weighted Shelf  Gray","Office Supplies","Storage","849","-47","-5.56","16"
"OIC Rubber Bands  Bulk Pack","Office Supplies","Fasteners","1155","-47","-4.06","109"
"Sanford Highlighters  Easy-Erase","Office Supplies","Art","1546","-49","-3.17","110"
"Eldon Advantage Foldable Chair Mats for Low Pile Carpets","Furniture","Furnishings","379","-49","-12.86","10"
"SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card","Technology","Accessories","330","-49","-14.72","31"
"Clearsounds A400","Technology","Phones","488","-49","-10.00","11"
"Hon Deluxe Fabric Upholstered Stacking Chairs","Furniture","Chairs","2586","-49","-1.89","15"
"Tennsco Commercial Shelving","Office Supplies","Storage","374","-49","-12.99","21"
"Cameo Mailers  with clear poly window","Office Supplies","Envelopes","2410","-49","-2.03","79"
"Xerox Memo Slips  8.5 x 11","Office Supplies","Paper","1071","-50","-4.67","85"
"iOttie XL Car Mount","Technology","Phones","224","-50","-22.50","14"
"Deflect-O Light Bulb  Duo Pack","Furniture","Furnishings","589","-51","-8.67","44"
"Advantus Thumb Tacks  12 Pack","Office Supplies","Fasteners","622","-51","-8.18","66"
"Eldon Base for stackable storage shelf  platinum","Office Supplies","Storage","872","-53","-6.03","25"
"Boston Markers  Easy-Erase","Office Supplies","Art","2628","-53","-2.00","119"
"Ames Business Envelopes  Set of 50","Office Supplies","Envelopes","676","-54","-8.01","66"
"Eldon Shelving  Wire Frame","Office Supplies","Storage","2413","-55","-2.29","64"
"Fellowes Econo/Stor Drawers","Office Supplies","Storage","582","-56","-9.67","7"
"OtterBox Commuter Series Case - Samsung Galaxy S4","Technology","Phones","385","-56","-14.55","18"
"Memorex Mouse  Erganomic","Technology","Accessories","1384","-56","-4.07","74"
"Cisco CP-7937G Unified IP Conference Station Phone","Technology","Machines","1391","-56","-4.00","4"
"Bush Somerset Collection Bookcase","Furniture","Bookcases","1264","-56","-4.46","12"
"Panasonic Printer  Red","Technology","Machines","8006","-57","-0.72","37"
"Hon Rocking Chair  Set of Two","Furniture","Chairs","11058","-57","-0.52","117"
"Contico 72H Heavy-Duty Storage System","Office Supplies","Storage","598","-57","-9.59","16"
"Compact Automatic Electric Letter Opener","Office Supplies","Supplies","2983","-57","-1.92","26"
"Tenex Folders  Industrial","Office Supplies","Storage","1822","-58","-3.17","94"
"SAFCO Bag Chairs  Black","Furniture","Chairs","2248","-59","-2.61","70"
"Binney & Smith Highlighters  Blue","Office Supplies","Art","769","-59","-7.69","63"
"i.Sound Portable Power - 8000 mAh","Technology","Phones","413","-59","-14.23","9"
"V7 USB Numeric Keypad","Technology","Accessories","462","-59","-12.73","16"
"Ames Clasp Envelope  with clear poly window","Office Supplies","Envelopes","408","-59","-14.47","52"
"Hamilton Beach Blender  Silver","Office Supplies","Appliances","2179","-59","-2.72","36"
"Okidata Phone  Durable","Technology","Machines","1600","-60","-3.73","23"
"Panasonic Calculator  Wireless","Technology","Machines","1488","-61","-4.09","34"
"Tenex Frame  Duo Pack","Furniture","Furnishings","5019","-61","-1.21","64"
"Memorex Mouse  Bluetooth","Technology","Accessories","1882","-62","-3.29","82"
"Hon Removable Labels  Adjustable","Office Supplies","Labels","852","-62","-7.32","121"
"Boston Pens  Blue","Office Supplies","Art","1458","-62","-4.24","114"
"Tenex Light Bulb  Durable","Furniture","Furnishings","939","-62","-6.59","80"
"Fiskars Trimmer  Serrated","Office Supplies","Supplies","3249","-63","-1.95","112"
"Epson Calculator  White","Technology","Machines","466","-64","-13.69","14"
"Gould Plastics 9-Pocket Panel Bin  18-3/8w x 5-1/4d x 20-1/2h  Black","Office Supplies","Storage","954","-64","-6.67","20"
"Tenex Light Bulb  Erganomic","Furniture","Furnishings","1102","-65","-5.90","80"
"StarTech Inkjet  Wireless","Technology","Machines","15639","-66","-0.42","59"
"Advantus Light Bulb  Erganomic","Furniture","Furnishings","859","-67","-7.75","71"
"Office Impressions End Table  20-1/2H x 24W x 20D","Furniture","Tables","5802","-67","-1.15","23"
"Epson Calculator  Durable","Technology","Machines","440","-67","-15.20","15"
"OSullivan Elevations Bookcase  Cherry Finish","Furniture","Bookcases","1912","-68","-3.56","18"
"Bevis Coffee Table  Rectangular","Furniture","Tables","1789","-68","-3.83","10"
"GBC Plasticlear Binding Covers","Office Supplies","Binders","69","-68","-99.33","23"
"Smead Legal Exhibit Labels  Laser Printer Compatible","Office Supplies","Labels","638","-69","-10.78","83"
"SanDisk Computer Printout Paper  8.5 x 11","Office Supplies","Paper","2397","-69","-2.87","84"
"Carina Mini System Audio Rack  Model AR050B","Office Supplies","Storage","2730","-69","-2.52","26"
"Chromcraft Training Table  Fully Assembled","Furniture","Tables","607","-70","-11.61","4"
"Avery Recycled Flexi-View Covers for Binding Systems","Office Supplies","Binders","197","-70","-35.28","32"
"Enermax Parchment Paper  Recycled","Office Supplies","Paper","425","-70","-16.50","46"
"Sauder Forest Hills Library  Woodland Oak Finish","Furniture","Bookcases","1875","-70","-3.76","15"
"Memorex Mouse  Programmable","Technology","Accessories","960","-70","-7.33","44"
"Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner","Technology","Machines","102","-71","-70.00","2"
"Rush Hierlooms Collection Rich Wood Bookcases","Furniture","Bookcases","489","-71","-14.47","4"
"Panasonic Phone  White","Technology","Machines","1515","-71","-4.70","21"
"Tenex Photo Frame  Erganomic","Furniture","Furnishings","2427","-72","-2.96","57"
"Wilson Jones Index Tab  Durable","Office Supplies","Binders","661","-73","-11.02","121"
"Eldon Folders  Industrial","Office Supplies","Storage","2275","-73","-3.23","159"
"Space Solutions Commercial Steel Shelving","Office Supplies","Storage","1952","-74","-3.81","33"
"Harbour Creations Swivel Stool  Adjustable","Furniture","Chairs","12237","-76","-0.62","97"
"Eldon Photo Frame  Erganomic","Furniture","Furnishings","2188","-76","-3.46","59"
"Stiletto Shears  Steel","Office Supplies","Supplies","3182","-76","-2.40","88"
"Fellowes Command Center 5-outlet power strip","Office Supplies","Appliances","665","-78","-11.73","15"
"Sensible Storage WireTech Storage Systems","Office Supplies","Storage","2484","-78","-3.14","38"
"OSullivan Cherrywood Estates Traditional Barrister Bookcase","Furniture","Bookcases","1072","-78","-7.31","9"
"Sauder Camden County Collection Libraries  Planked Cherry Finish","Furniture","Bookcases","1910","-78","-4.09","19"
"Harbour Creations Steel Folding Chair  Red","Furniture","Chairs","3636","-79","-2.18","58"
"OSullivan Living Dimensions 2-Shelf Bookcases","Furniture","Bookcases","2970","-79","-2.65","28"
"Eldon Executive Woodline II Cherry Finish Desk Accessories","Furniture","Furnishings","98","-79","-80.00","6"
"HP Ink  Laser","Technology","Copiers","7847","-79","-1.00","81"
"Acme Shears  Serrated","Office Supplies","Supplies","2336","-79","-3.37","70"
"Global Task Chair  Black","Furniture","Chairs","463","-80","-17.36","12"
"SanDisk Mouse  USB","Technology","Accessories","802","-81","-10.09","28"
"Sauder Cornerstone Collection Library","Furniture","Bookcases","322","-81","-25.19","14"
"Acme Box Cutter  Serrated","Office Supplies","Supplies","1533","-82","-5.34","77"
"Wilson Jones Elliptical Ring 3 1/2 Capacity Binders  800 sheets","Office Supplies","Binders","835","-82","-9.85","42"
"GBC Linen Binding Covers","Office Supplies","Binders","208","-82","-39.70","18"
"Enermax Cards & Envelopes  Recycled","Office Supplies","Paper","1128","-83","-7.34","34"
"Hon Conference Table  Fully Assembled","Furniture","Tables","1661","-83","-5.00","3"
"Stiletto Letter Opener  High Speed","Office Supplies","Supplies","1261","-83","-6.57","66"
"Memorex Mouse  USB","Technology","Accessories","1458","-85","-5.82","73"
"Smead Legal Exhibit Labels  5000 Label Set","Office Supplies","Labels","662","-87","-13.07","81"
"Chromcraft Training Table  Adjustable Height","Furniture","Tables","38","-88","-230.01","1"
"Tenex Lockers  Single Width","Office Supplies","Storage","17129","-89","-0.52","100"
"Avery Binder  Durable","Office Supplies","Binders","1357","-89","-6.56","109"
"Cardinal Binder Covers  Economy","Office Supplies","Binders","1308","-90","-6.91","131"
"Deflect-O Stacking Tray  Erganomic","Furniture","Furnishings","1923","-91","-4.75","115"
"Motorola HK250 Universal Bluetooth Headset","Technology","Phones","832","-92","-10.99","41"
"Novimex Rocking Chair  Red","Furniture","Chairs","7597","-93","-1.22","76"
"Kraft Manila Envelope  Set of 50","Office Supplies","Envelopes","1320","-93","-7.06","70"
"Acme Ruler  High Speed","Office Supplies","Supplies","1002","-95","-9.49","80"
"Hon Training Table  Rectangular","Furniture","Tables","639","-95","-14.83","5"
"Bush Westfield Collection Bookcases  Dark Cherry Finish","Furniture","Bookcases","649","-97","-15.00","14"
"Hon Bag Chairs  Adjustable","Furniture","Chairs","2747","-97","-3.54","89"
"Cuisinart Blender  Black","Office Supplies","Appliances","2239","-100","-4.48","41"
"Dania 3-Shelf Cabinet  Mobile","Furniture","Bookcases","7227","-100","-1.39","56"
"Sauder Camden County Collection Library","Furniture","Bookcases","1368","-103","-7.56","16"
"Acco D-Ring Binder w/DublLock","Office Supplies","Binders","235","-103","-43.73","31"
"Safco Industrial Shelving","Office Supplies","Storage","827","-104","-12.59","13"
"Bevis Computer Table  Adjustable Height","Furniture","Tables","3674","-105","-2.86","11"
"Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf","Furniture","Tables","1089","-105","-9.63","16"
"Cameo Interoffice Envelope  with clear poly window","Office Supplies","Envelopes","2125","-106","-4.98","59"
"Fiskars Box Cutter  High Speed","Office Supplies","Supplies","1915","-108","-5.64","68"
"Tennsco Industrial Shelving","Office Supplies","Storage","1281","-109","-8.47","29"
"Carina 42Hx23 3/4W Media Storage Unit","Office Supplies","Storage","1636","-110","-6.73","22"
"Kleencut Shears  High Speed","Office Supplies","Supplies","1601","-110","-6.89","50"
"StarTech Calculator  Wireless","Technology","Machines","1367","-110","-8.08","41"
"Binney & Smith Pens  Easy-Erase","Office Supplies","Art","960","-110","-11.47","100"
"Eldon Cleatmat Plus Chair Mats for High Pile Carpets","Furniture","Furnishings","1304","-111","-8.54","20"
"Bush 3-Shelf Cabinet  Mobile","Furniture","Bookcases","5261","-113","-2.15","51"
"Atlantic Metals Mobile 2-Shelf Bookcases  Custom Colors","Furniture","Bookcases","400","-113","-28.31","3"
"Acco 6 Outlet Guardian Premium Plus Surge Suppressor","Office Supplies","Appliances","289","-114","-39.30","31"
"Breville Toaster  Silver","Office Supplies","Appliances","2282","-114","-4.99","41"
"Advantus Clamps  Assorted Sizes","Office Supplies","Fasteners","1377","-114","-8.30","112"
"Global Leather & Oak Executive Chair  Burgundy","Furniture","Chairs","1690","-115","-6.79","13"
"Hon 2111 Invitation Series Straight Table","Furniture","Tables","2040","-115","-5.65","18"
"Xerox Message Books  Multicolor","Office Supplies","Paper","554","-116","-20.90","38"
"Bush Birmingham Collection Bookcase  Dark Cherry","Furniture","Bookcases","825","-118","-14.29","9"
"Cisco IP Phone 7961G-GE VoIP phone","Technology","Phones","2252","-119","-5.29","15"
"Belkin F9S820V06 8 Outlet Surge","Office Supplies","Appliances","266","-120","-45.12","17"
"Deflect-O Stacking Tray  Durable","Furniture","Furnishings","1332","-121","-9.09","72"
"Eldon Frame  Black","Furniture","Furnishings","2874","-121","-4.19","34"
"Carina Media Storage Towers in Natural & Black","Office Supplies","Storage","1073","-122","-11.36","20"
"Kraft Manila Envelope  Security-Tint","Office Supplies","Envelopes","1947","-124","-6.38","91"
"HP Fax Machine  Color","Technology","Copiers","6483","-124","-1.91","28"
"Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting","Furniture","Furnishings","1116","-125","-11.22","33"
"Sauder Mission Library with Doors  Fruitwood Finish","Furniture","Bookcases","935","-126","-13.45","10"
"Atlantic Metals Mobile 4-Shelf Bookcases  Custom Colors","Furniture","Bookcases","5184","-126","-2.44","27"
"Safco Industrial Wire Shelving","Office Supplies","Storage","1363","-127","-9.30","16"
"Panasonic Card Printer  Red","Technology","Machines","3189","-128","-4.01","23"
"StarTech Card Printer  Wireless","Technology","Machines","4804","-128","-2.67","40"
"Hoover Blender  White","Office Supplies","Appliances","4064","-128","-3.16","51"
